ID,status,gender,office,seniority,age,practice,lawschool,d_in,d_out,degree,btwn,close,eigen
19,20,1,1,1,19,49,1,1,12,4,16,6.169959206919604,0.007751937984496124,0.39382126973469794
20,21,1,1,1,17,43,1,2,19,0,19,12.119163342199712,0.008130081300813007,0.40760162735382954
21,22,1,1,1,9,49,1,3,10,15,25,25.01842294501682,0.008130081300813007,0.542416015908741
22,23,1,1,1,16,45,1,2,7,3,10,9.651190114173469,0.007407407407407407,0.16082910787500845
23,24,1,1,1,15,44,1,2,21,0,21,25.38638858430601,0.008264462809917356,0.4180881316148065
24,25,1,1,2,15,43,2,2,13,2,15,15.895066427093322,0.007518796992481203,0.26360035768003126
25,26,1,1,1,15,41,1,3,29,1,30,58.276319700492955,0.008928571428571428,0.5782228430678842
26,27,1,2,1,13,47,1,1,16,6,22,22.90824195445623,0.008130081300813007,0.3837678893817451
27,28,1,1,2,11,38,2,2,14,14,28,54.24748950764791,0.008547008547008546,0.5715987252922967
28,29,1,2,1,10,38,2,3,16,5,21,36.76931801581213,0.00806451612903226,0.4373178994554813
29,30,1,1,2,7,39,1,3,6,22,28,49.67099489560305,0.008547008547008546,0.5480682136814676
30,31,1,1,2,8,34,1,2,12,14,26,85.98196997538474,0.008620689655172414,0.3806009170246802
31,32,1,1,2,8,33,1,3,11,8,19,26.879185158060263,0.0078125,0.34918606519459333
32,33,1,1,2,8,37,1,3,2,4,6,2.4911158286158277,0.006896551724137931,0.13139269318614516
33,34,1,2,1,8,36,2,2,19,8,27,61.32676132595443,0.008264462809917356,0.5338574334969629
34,35,1,1,2,8,33,2,3,11,23,34,123.08434612830274,0.009009009009009009,0.6105395722626111
35,36,1,1,1,5,43,1,3,10,9,19,49.5500103396013,0.0078125,0.23126998425841236
36,37,2,1,3,5,44,2,3,2,4,6,5.098322123001731,0.006944444444444444,0.11230697847191323
37,38,2,2,1,7,53,1,2,16,12,28,63.89206125803033,0.008771929824561403,0.5311000662879299
38,39,2,2,1,6,37,1,1,12,8,20,43.47370540742216,0.008130081300813007,0.36389358850466313
39,40,2,1,1,6,34,1,1,10,8,18,23.273696612156307,0.008,0.394975872692732
40,41,2,1,1,5,31,1,2,13,1,14,26.018654434236897,0.007692307692307692,0.1932914365868167
41,42,2,1,1,4,31,2,2,7,23,30,94.37438290859139,0.008771929824561403,0.5397533585913245
42,43,2,2,1,5,47,1,2,12,11,23,37.08510264339294,0.00847457627118644,0.4499088460699427
43,44,2,2,3,5,53,2,1,0,9,9,1.5523721161879056,0.006756756756756757,0.21371651824428756
44,45,2,1,1,3,38,2,3,3,13,16,16.686316923139433,0.0078125,0.3410090749598824
45,46,2,2,2,3,42,2,2,4,12,16,16.755757689458182,0.007407407407407407,0.3059826528203055
46,47,2,1,3,3,38,1,3,0,10,10,2.921209661835454,0.007042253521126761,0.21619780277488468
47,48,2,2,1,1,35,2,3,5,6,11,10.2580221558474,0.007518796992481203,0.2230036847590449
48,49,2,1,1,4,36,1,2,4,25,29,95.65795906345832,0.008849557522123894,0.43442885008581
49,50,2,1,2,3,31,2,2,8,4,12,6.0137277823579804,0.007246376811594203,0.22084627210108174
50,51,2,2,2,4,29,1,3,5,12,17,29.114616678360214,0.007633587786259542,0.22387653685986575
51,52,2,1,1,4,29,1,3,7,6,13,16.517454397295754,0.007462686567164178,0.18492781472786893
52,53,2,1,1,10,38,2,3,1,9,10,11.238594790587737,0.007194244604316546,0.15532542825290466
53,54,2,1,1,3,29,1,3,3,9,12,8.006863698752275,0.007462686567164178,0.20322157014069706
54,55,2,1,1,3,34,1,3,1,0,1,0.0,0.0051813471502590676,0.010042795322795896
55,56,2,1,1,3,38,1,2,4,8,12,18.315022822437836,0.007518796992481203,0.18888659335360142
56,57,2,2,1,3,33,1,2,6,8,14,21.635779171451638,0.007575757575757575,0.22609795136042848
57,58,2,1,2,3,33,1,3,7,10,17,23.91626815751854,0.007633587786259542,0.2403652769214839
58,59,2,2,2,2,30,1,2,2,12,14,22.09440747135507,0.007575757575757575,0.2071791040168369
59,60,2,2,1,2,31,2,2,6,15,21,187.54497689183836,0.00806451612903226,0.234402963437731
60,61,2,2,1,2,34,2,3,0,15,15,63.55595365458027,0.007518796992481203,0.2585376297595343
61,62,2,1,1,2,32,2,2,2,0,2,0.5833333333333334,0.005208333333333333,0.01509610810963741
62,63,2,1,2,2,29,2,2,0,6,6,19.43600712153344,0.006666666666666667,0.09381172751983319
63,64,2,2,1,2,45,2,2,5,3,8,16.388185274583243,0.006578947368421052,0.08002048933872656
64,65,2,1,1,2,28,1,3,1,0,1,0.0,0.0051813471502590676,0.01004279532279589
65,66,2,1,1,1,43,1,3,0,7,7,3.6967337654675876,0.006578947368421052,0.11726903522304404
66,67,2,2,1,1,35,1,2,0,4,4,0.494047619047619,0.005988023952095808,0.04742243982952952
67,68,2,1,1,1,26,1,3,0,8,8,5.628566756993976,0.0070921985815602835,0.13118115526084087
68,69,2,2,1,1,38,1,3,0,6,6,2.1579076173116425,0.006535947712418301,0.08606177789161522
69,70,2,1,1,1,31,2,2,0,11,11,4.377486220637887,0.007299270072992701,0.1732974414992294
70,71,2,2,1,1,26,1,2,0,3,3,1.3083492313964833,0.006060606060606061,0.055963973196984464
